assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame
43,11,38,0.49202,3,82,20,Schmaltz,0,14,8477951,-15,63,0.76829,C,9,25,20242025,0,0,0.10752,R,186,Nick Schmaltz,UTA,1115.2926
